;index;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination;Result;prediction_confidence;prediction;Churn_Risk;customer_priority
136;1973;1973;64;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,816666;-6,2;5924,1;Combination 6;TN;0,915578555;0;Low;Low
137;1974;1974;57;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;106,816666;-6,2;5710,9;Combination 6;TN;0,888431576;0;Low;Low
138;1978;1978;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,135;No;106,816666;-6,2;5627,7;Combination 6;TN;0,946148221;0;Least Concern;Low
139;1980;1980;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;106,816666;-6,2;3305,9;Combination 6;FP;0,576455649;1;Threatening;Moderate
140;1986;1986;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,816666;-6,2;5580,9;Combination 6;FP;0,543849055;1;Threatening;Moderate
141;1989;1989;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,816666;-6,2;2824,9;Combination 6;TN;0,629539975;0;Low;Low
142;1991;1991;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,41;No;106,816666;-6,2;4694,3;Combination 6;TN;0,543437454;0;Low;Moderate
143;1995;1995;11;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,78;No;107,60981;-6,914744;5261,1;Combination 6;TN;0,511199555;0;Low;Moderate
144;1996;1996;69;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;107,60981;-6,914744;7241;Combination 6;TN;0,931143476;0;Least Concern;Low
145;1998;1998;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,52;No;107,60981;-6,914744;5187;Combination 6;TN;0,522970184;0;Low;Moderate
146;2001;2001;32;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,715;No;107,60981;-6,914744;6965,4;Combination 6;TN;0,758608384;0;Low;Moderate
147;2002;2002;34;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;32,11;No;107,60981;-6,914744;4447,3;Combination 6;TN;0,708125764;0;Low;Low
148;2004;2004;61;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,715;No;107,60981;-6,914744;6643;Combination 6;TN;0,930756627;0;Least Concern;Low
149;2009;2009;13;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,545;No;107,60981;-6,914744;2631,2;Combination 6;FP;0,51011031;1;Notable;Low
150;2012;2012;69;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,675;No;107,60981;-6,914744;6922,5;Combination 6;TN;0,941469961;0;Least Concern;Low
151;2014;2014;59;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,09;No;107,60981;-6,914744;5393,7;Combination 6;TN;0,924847461;0;Least Concern;Low
152;2016;2016;24;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,33;No;107,60981;-6,914744;6024,2;Combination 6;TN;0,688264732;0;Low;Moderate
153;2019;2019;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;107,60981;-6,914744;4365,4;Combination 6;FP;0,597846853;1;Threatening;Moderate
154;2029;2029;61;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;107,60981;-6,914744;7034,3;Combination 6;TN;0,904766274;0;Low;Low
155;2030;2030;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26;No;107,60981;-6,914744;4940;Combination 6;TN;0,660527322;0;Low;Moderate
156;2037;2037;71;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,175;No;107,60981;-6,914744;6034,6;Combination 6;TN;0,946148221;0;Least Concern;Low
157;2038;2038;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,26;No;107,60981;-6,914744;5408;Combination 6;FP;0,63876677;1;Threatening;High
158;2039;2039;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,155;No;107,60981;-6,914744;5786,3;Combination 6;TN;0,565238556;0;Low;Moderate
159;2046;2046;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,325;No;107,60981;-6,914744;7452,9;Combination 6;TN;0,956219898;0;Least Concern;Low
160;2047;2047;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;32,695;No;107,60981;-6,914744;7138,3;Combination 6;TN;0,660527322;0;Low;Moderate
161;2050;2050;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;107,60981;-6,914744;5553,6;Combination 6;TN;0,565977855;0;Low;Moderate
162;2061;2061;10;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;107,60981;-6,914744;4898,4;Combination 6;TN;0,500168745;0;Low;Moderate
163;2070;2070;50;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,37;No;107,60981;-6,914744;5586,1;Combination 6;TN;0,874288229;0;Low;Low
164;2072;2072;71;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,525;No;107,60981;-6,914744;7031,7;Combination 6;TN;0,954334787;0;Least Concern;Low
165;2080;2080;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,02;No;107,60981;-6,914744;5922,8;Combination 6;FP;0,597846853;1;Threatening;High
166;2087;2087;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,914744;7429,5;Combination 6;TN;0,522219469;0;Low;High
167;2088;2088;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;107,60981;-6,914744;6999,2;Combination 6;FP;0,597846853;1;Threatening;High
168;2096;2096;52;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,24;No;107,60981;-6,914744;6916;Combination 6;TN;0,864615484;0;Low;Low
169;2100;2100;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,025;No;107,60981;-6,914744;6168,5;Combination 6;FP;0,555517074;1;Threatening;Moderate
170;2105;2105;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,87;No;106,816666;-6,2;6900,4;Combination 6;TN;0,954334787;0;Least Concern;Low
171;2115;2115;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;5430,1;Combination 6;TN;0,750998246;0;Low;Low
172;2116;2116;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,96;No;106,816666;-6,2;6853,6;Combination 6;FP;0,521882636;1;Notable;High
173;2123;2123;63;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,65;No;106,816666;-6,2;7796,1;Combination 6;TN;0,912104341;0;Low;Low
174;2124;2124;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,325;No;106,816666;-6,2;5163,6;Combination 6;TN;0,847581331;0;Low;Low
175;2126;2126;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,285;No;106,816666;-6,2;7202;Combination 6;TN;0,943854902;0;Least Concern;Low
176;2135;2135;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,816666;-6,2;6719,7;Combination 6;FP;0,554773974;1;Threatening;High
177;2138;2138;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;106,816666;-6,2;7025,2;Combination 6;TN;0,836650208;0;Low;Low
178;2141;2141;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,895;No;106,816666;-6,2;3350,1;Combination 6;FP;0,597846853;1;Threatening;Moderate
179;2144;2144;33;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,78;No;106,816666;-6,2;6775,6;Combination 6;TN;0,734130634;0;Low;Moderate
180;2161;2161;19;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;106,816666;-6,2;4218,5;Combination 6;TN;0,598171375;0;Low;Moderate
181;2166;2166;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;106,816666;-6,2;4864,6;Combination 6;TN;0,639771965;0;Low;Moderate
182;2167;2167;32;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,675;No;106,816666;-6,2;6098,3;Combination 6;TN;0,758608384;0;Low;Low
183;2168;2168;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,065;No;106,816666;-6,2;6961,5;Combination 6;TN;0,596724021;0;Low;Moderate
184;2170;2170;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,816666;-6,2;2756;Combination 6;TN;0,608731281;0;Low;Low
185;2171;2171;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,74;No;106,816666;-6,2;6978,4;Combination 6;TN;0,956219898;0;Least Concern;Low
186;2174;2174;46;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,785;No;106,816666;-6,2;3169,4;Combination 6;TN;0,853571919;0;Low;Low
187;2180;2180;40;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,24;No;106,816666;-6,2;3927,3;Combination 6;TN;0,78994552;0;Low;Low
188;2181;2181;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,59;No;106,816666;-6,2;4135,3;Combination 6;FP;0,554773974;1;Threatening;Moderate
189;2184;2184;44;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,41;No;106,816666;-6,2;3948,1;Combination 6;TN;0,81774146;0;Low;Low
190;2193;2193;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,675;No;106,816666;-6,2;2614,3;Combination 6;TN;0,76767226;0;Low;Low
191;2195;2195;36;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,105;No;106,816666;-6,2;7467,2;Combination 6;TN;0,789445795;0;Low;Low
192;2204;2204;52;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,565;No;106,816666;-6,2;7376,2;Combination 6;TN;0,883672787;0;Low;Low
193;2207;2207;64;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,11;No;106,816666;-6,2;7351,5;Combination 6;TN;0,915578555;0;Low;Low
194;2210;2210;61;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,72;No;106,816666;-6,2;6370;Combination 6;TN;0,904766274;0;Low;Low
195;2214;2214;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;6269,9;Combination 6;FP;0,587192399;1;Threatening;High
196;2216;2216;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;106,816666;-6,2;2900,3;Combination 6;FP;0,543849055;1;Threatening;Low
197;2222;2222;44;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;106,816666;-6,2;3651,7;Combination 6;TN;0,81774146;0;Low;Low
198;2223;2223;17;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,816666;-6,2;5311,8;Combination 6;TN;0,576785213;0;Low;Moderate
