;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination
290;290;4;Jakarta;High End;Yes;No;Yes;Yes;No;Yes;Debit;122,72;Yes;106,816666;-6,2;5523,7;Combination 16
291;291;37;Jakarta;High End;No;No;Yes;No;No;No;Credit;102,635;Yes;106,816666;-6,2;5176,6;Combination 5
293;293;39;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;137,345;Yes;106,816666;-6,2;6093,1;Combination 4
294;294;7;Jakarta;High End;No;No;Yes;No;No;No;Digital Wallet;97,045;Yes;106,816666;-6,2;4330,3;Combination 5
296;296;11;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Debit;135,265;Yes;106,816666;-6,2;5918,9;Combination 3
298;298;2;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,695;Yes;106,816666;-6,2;3138,2;Combination 9
299;299;13;Jakarta;High End;No;No;Yes;No;Yes;Yes;Digital Wallet;125,645;Yes;106,816666;-6,2;6883,5;Combination 3
300;300;3;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;104,52;Yes;106,816666;-6,2;4984,2;Combination 9
302;302;12;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;116,675;Yes;106,816666;-6,2;7372,3;Combination 7
303;303;60;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;122,72;Yes;106,816666;-6,2;6487;Combination 7
305;305;6;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;142,87;Yes;106,816666;-6,2;7475;Combination 4
306;306;15;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Pulsa;131,755;Yes;106,816666;-6,2;3932,5;Combination 3
309;309;7;Jakarta;High End;No;No;Yes;No;Yes;No;Pulsa;117,585;Yes;106,816666;-6,2;6962,8;Combination 3
310;310;53;Jakarta;High End;No;Yes;No;No;Yes;Yes;Debit;122,525;Yes;106,816666;-6,2;7038,2;Combination 7
311;311;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,37;Yes;106,816666;-6,2;3312,4;Combination 2
312;312;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;104,325;Yes;106,816666;-6,2;3252,6;Combination 9
313;313;17;Jakarta;High End;No;No;No;No;No;No;Pulsa;89,7;Yes;106,816666;-6,2;4378,4;Combination 2
315;315;19;Jakarta;High End;No;No;No;No;No;Yes;Debit;111,8;Yes;106,816666;-6,2;6314,1;Combination 2
316;316;3;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;104,39;Yes;106,816666;-6,2;4175,6;Combination 2
317;317;24;Jakarta;High End;No;Yes;No;No;Yes;No;Credit;117,715;Yes;106,816666;-6,2;7705,1;Combination 7
318;318;2;Jakarta;High End;No;No;No;No;No;No;Pulsa;98,67;Yes;106,816666;-6,2;2731,3;Combination 2
321;321;34;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;101,79;Yes;106,816666;-6,2;3610,1;Combination 9
322;322;3;Jakarta;High End;No;No;No;No;No;No;Pulsa;100,035;Yes;106,816666;-6,2;5756,4;Combination 2
323;323;16;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;124,995;Yes;106,816666;-6,2;7686,9;Combination 9
326;326;11;Jakarta;High End;No;No;No;Yes;Yes;No;Pulsa;117,195;Yes;106,816666;-6,2;6825;Combination 9
328;328;1;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;98,54;Yes;106,816666;-6,2;5122;Combination 8
329;329;7;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;103,09;Yes;106,816666;-6,2;4979;Combination 2
331;331;46;Jakarta;High End;No;Yes;No;No;Yes;Yes;Credit;123,825;Yes;106,816666;-6,2;4134;Combination 7
332;332;68;Jakarta;High End;No;Yes;No;No;No;Yes;Debit;116,48;Yes;106,816666;-6,2;7346,3;Combination 8
333;333;59;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;143,195;Yes;106,816666;-6,2;5981,3;Combination 13
334;334;7;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;116,35;Yes;106,816666;-6,2;4000,1;Combination 9
335;335;8;Jakarta;High End;Yes;No;No;No;No;No;Pulsa;97,5;Yes;106,816666;-6,2;3363,1;Combination 11
338;338;15;Jakarta;High End;No;No;No;No;No;Yes;Debit;111,28;Yes;106,816666;-6,2;6475,3;Combination 2
339;339;70;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;150,215;Yes;106,816666;-6,2;6289,4;Combination 13
340;340;16;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;112,58;Yes;106,816666;-6,2;3260,4;Combination 9
341;341;18;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;110,76;Yes;106,816666;-6,2;4323,8;Combination 9
342;342;34;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;126,945;Yes;106,816666;-6,2;5172,7;Combination 9
343;343;47;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;142,415;Yes;106,816666;-6,2;7621,9;Combination 4
344;344;39;Jakarta;High End;No;Yes;Yes;Yes;No;No;Pulsa;116,415;Yes;106,816666;-6,2;5003,7;Combination 14
347;347;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,025;Yes;106,816666;-6,2;5682,3;Combination 2
348;348;59;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;129,35;Yes;106,816666;-6,2;7927,4;Combination 3
352;352;66;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Credit;136,5;Yes;106,816666;-6,2;7439,9;Combination 4
354;354;14;Jakarta;High End;No;No;Yes;No;No;Yes;Pulsa;113,425;Yes;106,816666;-6,2;6221,8;Combination 5
355;355;10;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;103,935;Yes;106,816666;-6,2;7332;Combination 9
356;356;18;Jakarta;High End;No;No;No;Yes;Yes;No;Pulsa;114,855;Yes;106,816666;-6,2;7445,1;Combination 9
357;357;9;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,175;Yes;106,816666;-6,2;3760,9;Combination 9
358;358;13;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,565;Yes;106,816666;-6,2;2899;Combination 9
359;359;4;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;101,985;Yes;106,816666;-6,2;6562,4;Combination 8
360;360;4;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,26;Yes;106,816666;-6,2;6622,2;Combination 2
362;362;10;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;111,28;Yes;106,816666;-6,2;6689,8;Combination 9
363;363;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;102,96;Yes;106,816666;-6,2;5671,9;Combination 9
366;366;22;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,025;Yes;106,816666;-6,2;2806,7;Combination 2
367;367;34;Jakarta;High End;No;Yes;Yes;No;No;Yes;Pulsa;122,525;Yes;106,816666;-6,2;4379,7;Combination 14
369;369;64;Jakarta;High End;No;No;Yes;No;Yes;Yes;Credit;130,065;Yes;106,816666;-6,2;7087,6;Combination 3
370;370;4;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Credit;129,74;Yes;106,816666;-6,2;2948,4;Combination 4
372;372;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;98,8;Yes;106,816666;-6,2;3337,1;Combination 2
373;373;2;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;122,005;Yes;106,816666;-6,2;5450,9;Combination 9
374;374;15;Jakarta;High End;No;No;Yes;No;Yes;No;Pulsa;109,59;Yes;106,816666;-6,2;5203,9;Combination 3
375;375;9;Jakarta;High End;No;No;No;No;No;Yes;Credit;109,72;Yes;106,816666;-6,2;7468,5;Combination 2
376;376;15;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;131,43;Yes;106,816666;-6,2;2671,5;Combination 3
378;378;12;Jakarta;High End;No;No;No;Yes;Yes;Yes;Digital Wallet;129,935;Yes;106,816666;-6,2;7277,4;Combination 9
379;379;2;Jakarta;High End;No;No;Yes;No;Yes;No;Pulsa;118,82;Yes;106,816666;-6,2;6630;Combination 3
380;380;5;Jakarta;High End;No;No;Yes;No;No;No;Credit;98,215;Yes;106,816666;-6,2;5236,4;Combination 5
381;381;4;Jakarta;High End;No;No;No;Yes;No;No;Credit;105,04;Yes;106,816666;-6,2;7066,8;Combination 2
382;382;16;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;130;Yes;106,816666;-6,2;4932,2;Combination 7
384;384;5;Jakarta;High End;No;Yes;Yes;No;No;No;Pulsa;110,89;Yes;106,816666;-6,2;2943,2;Combination 14
385;385;4;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,52;Yes;106,816666;-6,2;5842,2;Combination 2
386;386;37;Jakarta;High End;No;No;No;Yes;Yes;Yes;Debit;128,44;Yes;106,816666;-6,2;3985,8;Combination 9
387;387;13;Jakarta;High End;No;No;No;No;No;No;Credit;96,72;Yes;106,816666;-6,2;4793,1;Combination 2
388;388;24;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;128,375;Yes;106,816666;-6,2;5220,8;Combination 3
389;389;61;Jakarta;High End;Yes;Yes;No;No;Yes;Yes;Pulsa;137,8;Yes;106,816666;-6,2;5634,2;Combination 10
390;390;41;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;136,11;Yes;106,816666;-6,2;4310,8;Combination 4
391;391;22;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;125,71;Yes;106,816666;-6,2;5795,4;Combination 9
393;393;19;Jakarta;High End;No;Yes;No;No;Yes;No;Pulsa;114,66;Yes;106,816666;-6,2;7387,9;Combination 7
395;395;15;Jakarta;High End;No;No;No;No;No;No;Pulsa;98,345;Yes;106,816666;-6,2;2728,7;Combination 2
396;396;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,11;Yes;106,816666;-6,2;4352,4;Combination 2
397;397;17;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;99,645;Yes;106,816666;-6,2;4136,6;Combination 5
401;401;2;Jakarta;High End;No;No;Yes;Yes;No;Yes;Credit;117;Yes;106,816666;-6,2;5072,6;Combination 5
402;402;14;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;97,955;Yes;106,816666;-6,2;6493,5;Combination 5
403;403;8;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;131,105;Yes;106,816666;-6,2;5003,7;Combination 7
404;404;5;Bandung;High End;No;No;No;No;No;No;Pulsa;90,935;Yes;107,60981;-6,914744;3859,7;Combination 2
405;405;63;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;139,75;Yes;107,60981;-6,914744;7987,2;Combination 4
407;407;53;Bandung;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;137,93;Yes;107,60981;-6,914744;5812,3;Combination 13
408;408;1;Bandung;High End;No;Yes;No;Yes;Yes;No;Pulsa;119,21;Yes;107,60981;-6,914744;5614,7;Combination 7
409;409;16;Bandung;High End;No;Yes;Yes;No;No;Yes;Credit;124,28;Yes;107,60981;-6,914744;7689,5;Combination 14
410;410;1;Bandung;High End;No;No;No;No;No;No;Pulsa;97,435;Yes;107,60981;-6,914744;3368,3;Combination 2
411;411;10;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;123,955;Yes;107,60981;-6,914744;6958,9;Combination 9
413;413;66;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;129,35;Yes;107,60981;-6,914744;5201,3;Combination 4
414;414;17;Bandung;High End;No;No;Yes;Yes;Yes;Yes;Debit;128,18;Yes;107,60981;-6,914744;6708;Combination 3
416;416;12;Bandung;High End;No;No;No;No;No;Yes;Pulsa;104,585;Yes;107,60981;-6,914744;6986,2;Combination 2
417;417;42;Bandung;High End;No;No;No;No;Yes;No;Credit;101,335;Yes;107,60981;-6,914744;7014,8;Combination 9
418;418;2;Bandung;High End;No;Yes;No;No;No;No;Pulsa;97,11;Yes;107,60981;-6,914744;3643,9;Combination 8
419;419;1;Bandung;High End;No;No;Yes;No;Yes;No;Pulsa;115,44;Yes;107,60981;-6,914744;4037,8;Combination 3
420;420;30;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;117,325;Yes;107,60981;-6,914744;7350,2;Combination 9
422;422;13;Bandung;High End;No;Yes;No;Yes;No;Yes;Debit;115,765;Yes;107,60981;-6,914744;5019,3;Combination 8
423;423;67;Bandung;High End;No;Yes;Yes;No;No;No;Pulsa;113,62;Yes;107,60981;-6,914744;5747,3;Combination 14
424;424;23;Bandung;High End;No;Yes;No;No;Yes;Yes;Pulsa;123,175;Yes;107,60981;-6,914744;3562;Combination 7
425;425;35;Bandung;High End;No;No;No;No;Yes;No;Pulsa;112,385;Yes;107,60981;-6,914744;7636,2;Combination 9
426;426;56;Bandung;High End;No;Yes;No;No;Yes;Yes;Pulsa;127,725;Yes;107,60981;-6,914744;6351,8;Combination 7
427;427;9;Bandung;High End;No;No;Yes;No;No;No;Debit;98,475;Yes;107,60981;-6,914744;6636,5;Combination 5
428;428;17;Bandung;High End;Yes;No;Yes;No;No;No;Debit;110,955;Yes;107,60981;-6,914744;4171,7;Combination 16
429;429;48;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Credit;137,93;Yes;107,60981;-6,914744;7667,4;Combination 4
431;431;34;Bandung;High End;Yes;Yes;Yes;No;Yes;Yes;Digital Wallet;142,74;Yes;107,60981;-6,914744;4433;Combination 13
432;432;42;Bandung;High End;No;No;No;No;Yes;No;Pulsa;110,045;Yes;107,60981;-6,914744;6332,3;Combination 9
433;433;11;Bandung;High End;No;No;No;No;Yes;No;Debit;103,35;Yes;107,60981;-6,914744;4509,7;Combination 9
434;434;1;Bandung;High End;No;No;No;No;No;Yes;Digital Wallet;111,54;Yes;107,60981;-6,914744;3705;Combination 2
435;435;1;Bandung;High End;No;No;No;No;Yes;No;Pulsa;102,83;Yes;107,60981;-6,914744;6501,3;Combination 9
437;437;50;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Credit;137,735;Yes;106,816666;-6,2;7196,8;Combination 15
438;438;5;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,675;Yes;106,816666;-6,2;5154,5;Combination 2
439;439;51;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,045;Yes;106,816666;-6,2;6171,1;Combination 9
440;440;46;Jakarta;High End;No;No;No;No;Yes;Yes;Debit;124,865;Yes;106,816666;-6,2;3525,6;Combination 9
442;442;41;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;147,68;Yes;106,816666;-6,2;6451,9;Combination 13
443;443;29;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;102,57;Yes;106,816666;-6,2;4223,7;Combination 9
446;446;3;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;110,89;Yes;106,816666;-6,2;6414,2;Combination 2
447;447;66;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Credit;133,185;Yes;106,816666;-6,2;6094,4;Combination 4
448;448;21;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Debit;135,72;Yes;106,816666;-6,2;7241;Combination 15
449;449;1;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;129,675;Yes;106,816666;-6,2;5478,2;Combination 3
451;451;9;Jakarta;High End;Yes;No;No;No;No;No;Credit;96,525;Yes;106,816666;-6,2;7010,9;Combination 11
453;453;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,48;Yes;106,816666;-6,2;4469,4;Combination 2
456;456;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,87;Yes;106,816666;-6,2;4353,7;Combination 2
457;457;2;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;113,295;Yes;106,816666;-6,2;5393,7;Combination 7
458;458;3;Jakarta;High End;No;No;No;No;No;Yes;Debit;110,175;Yes;106,816666;-6,2;2618,2;Combination 2
459;459;14;Jakarta;High End;No;No;No;Yes;Yes;No;Pulsa;116,935;Yes;106,816666;-6,2;7101,9;Combination 9
460;460;41;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;147,16;Yes;106,816666;-6,2;4394;Combination 13
461;461;13;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;117,65;Yes;106,816666;-6,2;7012,2;Combination 9
462;462;2;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;102,7;Yes;106,816666;-6,2;6810,7;Combination 9
464;464;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;93,145;Yes;106,816666;-6,2;3090,1;Combination 2
466;466;38;Jakarta;High End;No;Yes;Yes;Yes;No;No;Credit;109,525;Yes;106,816666;-6,2;3750,5;Combination 14
467;467;12;Jakarta;High End;No;No;No;No;No;Yes;Debit;101,53;Yes;106,816666;-6,2;6163,3;Combination 2
468;468;19;Jakarta;High End;No;No;Yes;No;No;Yes;Digital Wallet;116,545;Yes;106,816666;-6,2;3959,8;Combination 5
469;469;10;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;128,31;Yes;106,816666;-6,2;7229,3;Combination 12
470;470;1;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;99,255;Yes;106,816666;-6,2;7296,9;Combination 5
471;471;23;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;102,895;Yes;106,816666;-6,2;6780,8;Combination 8
472;472;32;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;110,5;Yes;106,816666;-6,2;5959,2;Combination 2
473;473;32;Bandung;High End;No;No;No;No;No;Yes;Pulsa;110,89;Yes;107,60981;-6,914744;3525,6;Combination 2
474;474;31;Bandung;High End;No;No;No;No;Yes;No;Credit;112,515;Yes;107,60981;-6,914744;5457,4;Combination 9
475;475;19;Bandung;High End;No;Yes;No;No;No;No;Credit;96,005;Yes;107,60981;-6,914744;2926,3;Combination 8
478;478;24;Bandung;High End;No;No;No;Yes;Yes;Yes;Pulsa;124,8;Yes;107,60981;-6,914744;3988,4;Combination 9
480;480;65;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Debit;141,245;Yes;107,60981;-6,914744;7956;Combination 15
487;487;19;Bandung;High End;Yes;No;No;No;No;No;Pulsa;95,16;Yes;107,60981;-6,914744;6133,4;Combination 11
488;488;52;Bandung;High End;No;Yes;No;No;No;Yes;Pulsa;110,955;Yes;107,60981;-6,914744;8322,6;Combination 8
490;490;3;Bandung;High End;No;Yes;No;No;Yes;No;Pulsa;108,875;Yes;107,60981;-6,914744;6307,6;Combination 7
491;491;1;Bandung;High End;No;No;No;No;No;No;Pulsa;91,065;Yes;107,60981;-6,914744;3508,7;Combination 2
492;492;2;Bandung;High End;No;No;No;No;No;Yes;Pulsa;111,8;Yes;107,60981;-6,914744;5909,8;Combination 2
493;493;35;Bandung;High End;Yes;Yes;No;Yes;Yes;No;Debit;130,65;Yes;107,60981;-6,914744;6168,5;Combination 10
494;494;16;Bandung;High End;No;No;No;No;No;No;Pulsa;94,445;Yes;107,60981;-6,914744;3705;Combination 2
498;498;5;Bandung;High End;No;No;No;No;No;Yes;Pulsa;102,635;Yes;107,60981;-6,914744;5270,2;Combination 2
499;499;56;Bandung;High End;No;Yes;No;Yes;No;Yes;Pulsa;122,785;Yes;107,60981;-6,914744;6279;Combination 8
500;500;44;Bandung;High End;No;Yes;Yes;No;No;No;Debit;110,24;Yes;107,60981;-6,914744;5196,1;Combination 14
502;502;49;Bandung;High End;No;No;Yes;No;Yes;Yes;Pulsa;129,74;Yes;107,60981;-6,914744;7914,4;Combination 3
503;503;47;Bandung;High End;No;No;Yes;Yes;Yes;Yes;Debit;139,555;Yes;107,60981;-6,914744;4706;Combination 3
505;505;3;Bandung;High End;Yes;Yes;No;No;No;No;Pulsa;102,83;Yes;107,60981;-6,914744;6940,7;Combination 1
507;507;2;Bandung;High End;No;No;No;No;No;Yes;Pulsa;104,975;Yes;107,60981;-6,914744;2828,8;Combination 2
508;508;65;Bandung;High End;No;Yes;No;No;Yes;No;Debit;119,405;Yes;107,60981;-6,914744;7189;Combination 7
509;509;1;Bandung;High End;No;Yes;No;No;No;No;Pulsa;97,955;Yes;107,60981;-6,914744;6869,2;Combination 8
510;510;1;Bandung;High End;No;No;No;No;No;No;Pulsa;98,085;Yes;107,60981;-6,914744;7173,4;Combination 2
513;513;7;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;105,43;Yes;106,816666;-6,2;4209,4;Combination 9
514;514;11;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,435;Yes;106,816666;-6,2;2657,2;Combination 2
515;515;1;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;121,615;Yes;106,816666;-6,2;7196,8;Combination 9
516;516;58;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Credit;132,73;Yes;106,816666;-6,2;5739,5;Combination 3
517;517;14;Jakarta;High End;No;Yes;No;No;No;Yes;Debit;118,17;Yes;106,816666;-6,2;6692,4;Combination 8
519;519;25;Jakarta;High End;No;Yes;Yes;No;Yes;No;Debit;115,895;Yes;106,816666;-6,2;7608,9;Combination 4
520;520;58;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;141,505;Yes;106,816666;-6,2;6160,7;Combination 13
521;521;16;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;110,175;Yes;106,816666;-6,2;6676,8;Combination 9
523;523;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,935;Yes;106,816666;-6,2;4170,4;Combination 2
525;525;23;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,435;Yes;106,816666;-6,2;7666,1;Combination 2
526;526;57;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;123,825;Yes;106,816666;-6,2;7525,7;Combination 3
527;527;24;Jakarta;High End;No;No;Yes;No;Yes;No;Digital Wallet;116,805;Yes;106,816666;-6,2;2665;Combination 3
528;528;49;Jakarta;High End;No;Yes;No;No;Yes;Yes;Digital Wallet;130,585;Yes;106,816666;-6,2;5505,5;Combination 7
530;530;2;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;104,26;Yes;106,816666;-6,2;3099,2;Combination 2
531;531;4;Jakarta;High End;No;No;Yes;Yes;No;No;Digital Wallet;113,23;Yes;106,816666;-6,2;7263,1;Combination 5
532;532;5;Jakarta;High End;No;No;No;No;No;No;Debit;98,67;Yes;106,816666;-6,2;4576;Combination 2
533;533;47;Jakarta;High End;Yes;Yes;Yes;No;Yes;No;Pulsa;128,375;Yes;106,816666;-6,2;6008,6;Combination 13
534;534;10;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;112,385;Yes;106,816666;-6,2;7408,7;Combination 2
536;536;67;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;135,33;Yes;106,816666;-6,2;6314,1;Combination 4
537;537;5;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;105,3;Yes;106,816666;-6,2;5573,1;Combination 8
538;538;67;Jakarta;High End;Yes;Yes;No;No;No;Yes;Credit;117,78;Yes;106,816666;-6,2;5712,2;Combination 1
539;539;15;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;114,595;Yes;106,816666;-6,2;3281,2;Combination 9
541;541;26;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;118,04;Yes;106,816666;-6,2;3433,3;Combination 9
542;542;22;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;103,155;Yes;106,816666;-6,2;6133,4;Combination 8
543;543;21;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;125,84;Yes;106,816666;-6,2;5612,1;Combination 3
544;544;47;Jakarta;High End;No;Yes;Yes;No;No;No;Debit;108,355;Yes;106,816666;-6,2;3270,8;Combination 14
548;548;1;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;124,28;Yes;106,816666;-6,2;5318,3;Combination 12
550;550;43;Jakarta;High End;Yes;Yes;No;Yes;Yes;Yes;Credit;140,595;Yes;106,816666;-6,2;3682,9;Combination 10
551;551;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;92,755;Yes;106,816666;-6,2;3404,7;Combination 2
553;553;1;Jakarta;High End;No;No;No;No;No;No;Debit;90,675;Yes;106,816666;-6,2;3771,3;Combination 2
554;554;32;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;121,16;Yes;106,816666;-6,2;6821,1;Combination 9
555;555;17;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;105,105;Yes;106,816666;-6,2;6726,2;Combination 9
557;557;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;103,935;Yes;106,816666;-6,2;6259,5;Combination 9
559;559;37;Jakarta;High End;Yes;No;Yes;Yes;No;Yes;Pulsa;128,96;Yes;106,816666;-6,2;4678,7;Combination 16
560;560;8;Jakarta;High End;No;No;No;No;No;Yes;Credit;110,76;Yes;106,816666;-6,2;3753,1;Combination 2
561;561;3;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,825;Yes;106,816666;-6,2;7667,4;Combination 2
565;565;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,89;Yes;106,816666;-6,2;4674,8;Combination 2
566;566;51;Jakarta;High End;Yes;Yes;No;No;Yes;No;Pulsa;123,24;Yes;106,816666;-6,2;6596,2;Combination 10
567;567;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,715;Yes;106,816666;-6,2;2789,8;Combination 2
568;568;33;Jakarta;High End;No;No;No;No;No;Yes;Credit;111,995;Yes;106,816666;-6,2;4336,8;Combination 2
569;569;30;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;110,5;Yes;106,816666;-6,2;4807,4;Combination 2
570;570;2;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;104,715;Yes;106,816666;-6,2;3712,8;Combination 2
571;571;2;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;98,54;Yes;106,816666;-6,2;6851;Combination 5
572;572;29;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;128,05;Yes;106,816666;-6,2;6678,1;Combination 3
573;573;13;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,825;Yes;106,816666;-6,2;3876,6;Combination 9
574;574;7;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;96,72;Yes;106,816666;-6,2;6459,7;Combination 2
575;575;30;Jakarta;High End;No;No;No;Yes;Yes;No;Pulsa;110,695;Yes;106,816666;-6,2;5742,1;Combination 9
576;576;2;Jakarta;High End;No;No;Yes;No;No;Yes;Pulsa;115,115;Yes;106,816666;-6,2;4790,5;Combination 5
578;578;1;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;118,69;Yes;106,816666;-6,2;3082,3;Combination 9
579;579;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;103,35;Yes;106,816666;-6,2;5837;Combination 9
580;580;7;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;91,13;Yes;106,816666;-6,2;4769,7;Combination 2
581;581;67;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;144,69;Yes;106,816666;-6,2;5389,8;Combination 13
582;582;57;Jakarta;High End;No;Yes;Yes;No;No;Yes;Debit;123,825;Yes;106,816666;-6,2;8136,7;Combination 14
583;583;7;Jakarta;High End;No;No;Yes;No;Yes;No;Pulsa;112,125;Yes;106,816666;-6,2;4347,2;Combination 3
584;584;1;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;131,04;Yes;106,816666;-6,2;4066,4;Combination 3
585;585;14;Jakarta;High End;No;Yes;No;No;No;Yes;Pulsa;112,19;Yes;106,816666;-6,2;4780,1;Combination 8
